Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached
INT114193,CUST18892,2025-01-04 08:00:00,Phone,Tier 1 Support,Consumer,Account Access,Medium,AG161,2,30.5,50.4,0,1,4.0,Resolved,0
INT114394,CUST12443,2025-01-04 09:00:00,Phone,Technical Support,Consumer,Technical Issue,Medium,AG130,2,41.5,161.0,0,1,5.0,Resolved,0
INT115135,CUST12941,2025-01-04 09:00:00,Email,Billing,Enterprise,Refund,Medium,AG178,6,217.5,81.6,1,1,3.0,Pending,1
INT105560,CUST13535,2025-01-04 10:00:00,Chat,Technical Support,Premium,Cancellation,Medium,AG120,1,29.3,141.6,0,1,4.0,Resolved,0
INT120454,CUST18939,2025-01-04 12:00:00,Phone,Tier 1 Support,Small Business,Technical Issue,Medium,AG177,4,22.9,75.6,0,1,5.0,Resolved,0
INT128538,CUST18724,2025-01-04 12:00:00,Email,Technical Support,Small Business,Complaint,High,AG166,0,195.8,168.4,0,1,3.0,Resolved,1
INT120040,CUST15831,2025-01-04 13:00:00,Email,Billing,Premium,Product Inquiry,Low,AG140,1,183.5,54.9,0,1,4.0,Resolved,0
INT127729,CUST13111,2025-01-04 13:00:00,Email,Tier 1 Support,Enterprise,Refund,High,AG170,3,226.7,68.5,1,0,3.0,Resolved,1
INT105766,CUST18036,2025-01-04 14:00:00,Chat,Tier 1 Support,Small Business,Product Inquiry,Low,AG131,1,21.7,75.9,0,1,5.0,Resolved,0
INT124544,CUST12326,2025-01-04 15:00:00,Web,Tier 1 Support,Premium,Technical Issue,Low,AG137,1,63.0,56.7,0,1,4.0,Resolved,0
INT109720,CUST15625,2025-01-04 15:00:00,Chat,Technical Support,Consumer,Complaint,Medium,AG126,2,33.5,162.9,0,1,3.0,Resolved,0
INT129352,CUST14792,2025-01-04 16:00:00,Chat,Retention,Consumer,Billing,Critical,AG115,1,25.3,230.5,0,0,4.0,Resolved,0
INT102343,CUST17495,2025-01-04 17:00:00,Phone,Technical Support,Consumer,Account Access,High,AG150,3,63.9,194.7,0,1,4.0,Resolved,1
INT117569,CUST15825,2025-01-04 17:00:00,Web,Technical Support,Small Business,Complaint,Medium,AG180,3,52.3,138.1,0,1,5.0,Resolved,0
INT107170,CUST11531,2025-01-04 17:00:00,Email,Tier 2 Support,Premium,Account Access,Medium,AG158,3,197.5,104.9,0,1,4.0,Pending,1
INT128929,CUST14455,2025-01-04 17:00:00,Email,Tier 1 Support,Consumer,Complaint,Critical,AG174,1,218.3,84.6,1,0,2.0,Transferred,1
INT106781,CUST10007,2025-01-04 18:00:00,Email,Tier 2 Support,Consumer,Cancellation,Medium,AG180,3,195.9,126.9,0,1,4.0,Resolved,1
INT124162,CUST11732,2025-01-04 18:00:00,Email,Tier 1 Support,Consumer,Billing,Medium,AG151,1,184.3,66.8,0,1,4.0,Resolved,1
INT111753,CUST13996,2025-01-04 19:00:00,Social Media,Tier 2 Support,Consumer,Product Inquiry,Medium,AG159,3,77.5,96.6,0,1,4.0,Resolved,0
INT115328,CUST17606,2025-01-04 20:00:00,Web,Billing,Enterprise,Refund,Low,AG152,2,49.6,77.2,0,1,5.0,Pending,0
INT116396,CUST16023,2025-01-04 20:00:00,Email,Tier 2 Support,Consumer,Technical Issue,Medium,AG101,4,188.3,146.2,0,1,3.0,Resolved,1
INT112408,CUST13136,2025-01-04 21:00:00,Web,Billing,Consumer,Account Access,Low,AG141,0,73.8,62.6,0,1,3.0,Resolved,0
INT101428,CUST12184,2025-01-04 22:00:00,Chat,Technical Support,Consumer,Billing,Low,AG124,1,15.4,125.0,0,1,5.0,Resolved,0
INT129230,CUST13115,2025-01-04 22:00:00,Email,Technical Support,Small Business,Complaint,Low,AG135,1,224.0,128.0,1,1,3.0,Resolved,0
INT120405,CUST13940,2025-01-04 22:00:00,Phone,Billing,Consumer,Complaint,Medium,AG158,1,32.0,91.6,0,1,5.0,Resolved,0
INT115446,CUST10848,2025-01-04 23:00:00,Web,Tier 1 Support,Premium,Complaint,Medium,AG103,2,68.0,76.6,0,1,5.0,Resolved,0
INT126320,CUST17184,2025-01-04 23:00:00,Social Media,Retention,Consumer,Cancellation,High,AG110,0,83.0,102.7,1,0,4.0,Resolved,1
INT113581,CUST16302,2025-01-05 00:00:00,Phone,Tier 1 Support,Consumer,Account Access,Low,AG176,5,42.7,41.0,0,1,5.0,Pending,0
INT103700,CUST12420,2025-01-05 01:00:00,Social Media,Tier 2 Support,Consumer,Cancellation,Medium,AG116,1,81.1,115.6,1,1,3.0,Transferred,0
INT124169,CUST18670,2025-01-05 01:00:00,Social Media,Technical Support,Consumer,Technical Issue,Low,AG110,4,82.3,117.1,1,0,4.0,Transferred,0
INT129857,CUST14061,2025-01-05 01:00:00,Web,Tier 1 Support,Small Business,Refund,Medium,AG105,4,127.7,53.9,0,1,4.0,Resolved,1
INT118575,CUST11481,2025-01-05 02:00:00,Chat,Technical Support,Small Business,Refund,Critical,AG156,3,114.3,234.8,1,0,3.0,Resolved,1
INT123711,CUST14729,2025-01-05 02:00:00,Social Media,Tier 1 Support,Consumer,Product Inquiry,Medium,AG166,3,84.1,63.7,0,1,4.0,Resolved,0
INT121978,CUST16479,2025-01-05 02:00:00,Social Media,Billing,Consumer,Product Inquiry,Medium,AG107,2,,78.9,0,1,4.0,Resolved,0
INT109305,CUST18753,2025-01-05 02:00:00,Chat,Technical Support,Premium,Billing,Medium,AG142,4,60.2,130.4,1,1,5.0,Pending,0
INT100375,CUST16245,2025-01-05 02:00:00,Chat,Tier 2 Support,Consumer,Complaint,High,AG137,3,34.1,193.8,0,0,5.0,Resolved,0
INT119035,CUST18227,2025-01-05 04:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Medium,AG121,2,28.4,77.7,0,1,5.0,Resolved,0
INT115559,CUST16998,2025-01-05 04:00:00,Email,Retention,Small Business,Technical Issue,Medium,AG108,4,262.2,110.3,1,1,4.0,Resolved,1
INT110312,CUST15957,2025-01-05 04:00:00,Social Media,Technical Support,Small Business,Delivery,Low,AG104,2,93.9,106.9,1,1,3.0,Pending,0
INT127369,CUST18668,2025-01-05 05:00:00,Email,Tier 1 Support,Small Business,Complaint,Low,AG159,5,246.2,41.5,0,0,4.0,Resolved,1
INT128743,CUST18501,2025-01-05 06:00:00,Chat,Tier 1 Support,Premium,Account Access,High,AG151,2,27.3,121.1,0,1,4.0,Resolved,0
INT112041,CUST12672,2025-01-05 08:00:00,Phone,Tier 1 Support,Consumer,Complaint,Medium,AG155,1,44.7,57.5,0,0,,Resolved,0
INT118373,CUST16254,2025-01-05 08:00:00,Phone,Tier 1 Support,Consumer,Delivery,Medium,AG102,2,49.8,75.9,0,1,5.0,Resolved,0
INT112739,CUST14179,2025-01-05 08:00:00,Email,Technical Support,Enterprise,Technical Issue,Medium,AG108,1,217.9,152.8,1,1,3.0,Resolved,1
INT124483,CUST12791,2025-01-05 09:00:00,Phone,Tier 2 Support,Consumer,Complaint,Medium,AG125,2,34.6,120.5,0,1,4.0,Resolved,0
INT112018,CUST16850,2025-01-05 09:00:00,Email,Tier 1 Support,Consumer,Delivery,Low,AG169,3,203.9,67.0,0,1,4.0,Resolved,0
INT121119,CUST10358,2025-01-05 09:00:00,Phone,Billing,Consumer,Product Inquiry,Low,AG141,2,21.5,58.1,0,1,5.0,Resolved,0
INT102769,CUST15045,2025-01-05 09:00:00,Phone,Tier 1 Support,Small Business,Cancellation,Low,AG143,3,39.7,120.4,0,1,5.0,Resolved,0
INT118295,CUST17548,2025-01-05 09:00:00,Phone,Technical Support,Consumer,Refund,Medium,AG126,1,45.6,170.1,0,1,4.0,Resolved,0
INT102348,CUST12560,2025-01-05 09:00:00,Social Media,Retention,Enterprise,Delivery,High,AG159,1,116.4,107.7,0,1,4.0,Resolved,1
INT110570,CUST14329,2025-01-05 09:00:00,Email,Tier 1 Support,Consumer,Complaint,Low,AG101,3,210.6,90.5,1,1,3.0,Pending,0
INT118331,CUST10062,2025-01-05 10:00:00,Web,Tier 1 Support,Enterprise,Technical Issue,Low,AG102,1,49.8,108.3,1,0,4.0,Resolved,0
INT120780,CUST13361,2025-01-05 10:00:00,Chat,Tier 1 Support,Consumer,Complaint,Medium,AG148,4,42.9,60.2,0,1,5.0,Resolved,0
INT124580,CUST15120,2025-01-05 10:00:00,Email,Technical Support,Consumer,Technical Issue,Medium,AG138,3,230.7,123.9,1,0,2.0,Transferred,1
INT129615,CUST17406,2025-01-05 10:00:00,Social Media,Tier 1 Support,Consumer,Technical Issue,High,AG109,2,74.2,86.6,0,1,4.0,Resolved,1
INT117667,CUST17053,2025-01-05 10:00:00,Phone,Billing,Consumer,Account Access,High,AG132,2,27.8,123.4,0,0,4.0,Resolved,0
INT123486,CUST10678,2025-01-05 10:00:00,Phone,Tier 1 Support,Premium,Complaint,Medium,AG116,2,26.0,44.0,1,1,5.0,Pending,0
INT127426,CUST14578,2025-01-05 11:00:00,Chat,Tier 2 Support,Enterprise,Billing,High,AG179,3,42.7,130.4,1,1,5.0,Pending,0
INT115587,CUST18717,2025-01-05 11:00:00,Phone,Retention,Enterprise,Delivery,High,AG105,5,41.6,107.8,0,1,4.0,Resolved,0
INT114952,CUST11731,2025-01-05 11:00:00,Web,Tier 1 Support,Small Business,Cancellation,Low,AG167,1,57.2,60.0,0,1,5.0,Resolved,0
INT112762,CUST18716,2025-01-05 12:00:00,Email,Tier 1 Support,Small Business,Technical Issue,Critical,AG140,2,263.4,110.7,0,1,4.0,Resolved,1
INT112028,CUST16041,2025-01-05 13:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Medium,AG150,0,260.8,81.5,0,1,5.0,Resolved,1
INT129151,CUST13822,2025-01-05 13:00:00,Phone,Technical Support,Consumer,Delivery,High,AG111,2,50.2,191.9,0,1,5.0,Resolved,0
INT122919,CUST17397,2025-01-05 13:00:00,Phone,Tier 1 Support,Premium,Refund,High,AG122,1,24.4,62.1,0,1,4.0,Pending,0
INT126726,CUST11485,2025-01-05 14:00:00,Email,Retention,Consumer,Delivery,Low,AG165,2,209.9,70.7,0,1,4.0,Resolved,0
INT124474,CUST12549,2025-01-05 14:00:00,Chat,Tier 1 Support,Consumer,Account Access,Low,AG142,3,18.5,43.4,0,1,5.0,Resolved,0
INT127797,CUST11138,2025-01-05 14:00:00,Phone,Tier 1 Support,Premium,Delivery,Medium,AG101,6,26.3,45.8,0,1,5.0,Resolved,0
INT115469,CUST13813,2025-01-05 14:00:00,Chat,Tier 1 Support,Consumer,Refund,Low,AG141,2,35.0,48.6,0,1,5.0,Resolved,0
INT123678,CUST18098,2025-01-05 15:00:00,Social Media,Tier 2 Support,Enterprise,Cancellation,Low,AG180,1,109.4,90.9,1,0,5.0,Transferred,0
INT120584,CUST12793,2025-01-05 15:00:00,Social Media,Tier 2 Support,Enterprise,Product Inquiry,Medium,AG162,2,89.5,122.2,0,1,4.0,Resolved,0
INT127896,CUST13779,2025-01-05 15:00:00,Chat,Tier 1 Support,Consumer,Complaint,High,AG106,2,39.4,76.0,0,1,5.0,Pending,0
INT105418,CUST15156,2025-01-05 16:00:00,Phone,Tier 1 Support,Enterprise,Technical Issue,High,AG104,3,19.7,68.4,1,1,4.0,Transferred,0
INT123780,CUST11506,2025-01-05 16:00:00,Email,Tier 1 Support,Small Business,Refund,High,AG146,2,214.3,64.5,0,0,3.0,Resolved,1
INT122961,CUST17457,2025-01-05 16:00:00,Email,Tier 1 Support,Consumer,Cancellation,Low,AG126,0,243.9,58.2,0,0,4.0,Resolved,1
INT120864,CUST11010,2025-01-05 17:00:00,Chat,Technical Support,Small Business,Account Access,Low,AG133,3,29.2,136.6,0,1,5.0,Resolved,0
INT115166,CUST11069,2025-01-05 18:00:00,Phone,Billing,Consumer,Technical Issue,Low,AG109,1,52.4,58.8,1,1,4.0,Resolved,0
INT125554,CUST12669,2025-01-05 18:00:00,Chat,Tier 1 Support,Enterprise,Cancellation,High,AG137,1,12.8,63.5,1,1,5.0,Resolved,0
INT104510,CUST10796,2025-01-05 19:00:00,Chat,Technical Support,Consumer,Delivery,Medium,AG104,2,51.4,160.4,1,1,5.0,Resolved,0
INT129379,CUST16112,2025-01-05 19:00:00,Phone,Retention,Small Business,Technical Issue,Medium,AG139,1,22.3,74.6,0,1,5.0,Resolved,0
INT124255,CUST16370,2025-01-05 20:00:00,Web,Retention,Small Business,Product Inquiry,High,AG151,0,58.6,103.2,1,1,5.0,Pending,0
INT102283,CUST11224,2025-01-05 20:00:00,Email,Technical Support,Consumer,Account Access,Medium,AG154,1,216.9,146.1,0,1,4.0,Resolved,1
INT112820,CUST17349,2025-01-05 21:00:00,Chat,Tier 2 Support,Premium,Refund,Medium,AG162,5,37.0,109.7,1,1,5.0,Resolved,0
INT101252,CUST10496,2025-01-05 21:00:00,Email,Billing,Small Business,Product Inquiry,Critical,AG107,4,214.2,117.5,0,1,4.0,Resolved,1
INT126484,CUST18476,2025-01-05 22:00:00,Email,Tier 1 Support,Consumer,Cancellation,Low,AG161,3,235.5,65.4,0,1,4.0,Resolved,0
INT109750,CUST15820,2025-01-05 22:00:00,Phone,Tier 1 Support,Small Business,Account Access,Low,AG130,3,60.4,43.0,0,1,4.0,Resolved,0
INT110636,CUST17019,2025-01-06 00:00:00,Chat,Technical Support,Enterprise,Billing,Medium,AG179,0,52.3,153.6,0,1,5.0,Resolved,0
INT114750,CUST15148,2025-01-06 00:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Low,AG111,3,61.7,95.5,0,1,5.0,Pending,0
INT128199,CUST16668,2025-01-06 02:00:00,Chat,Tier 1 Support,Enterprise,Account Access,High,AG161,2,22.2,66.5,0,1,3.0,Resolved,0
INT125410,CUST11501,2025-01-06 02:00:00,Chat,Technical Support,Small Business,Cancellation,Medium,AG168,2,51.4,136.5,0,1,4.0,Resolved,0
INT110056,CUST16482,2025-01-06 02:00:00,Email,Retention,Small Business,Account Access,Medium,AG173,1,192.9,103.9,0,1,4.0,Pending,1
INT127126,CUST14584,2025-01-06 03:00:00,Phone,Tier 2 Support,Consumer,Billing,Medium,AG160,2,38.5,117.7,0,1,4.0,Resolved,0
INT107076,CUST16668,2025-01-06 04:00:00,Chat,Retention,Consumer,Account Access,Low,AG143,2,33.2,103.5,0,1,5.0,Resolved,0
INT115825,CUST14015,2025-01-06 04:00:00,Web,Tier 1 Support,Consumer,Technical Issue,Medium,AG114,4,50.7,50.9,0,1,5.0,Resolved,0
INT125594,CUST15341,2025-01-06 05:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Medium,AG159,0,30.4,38.7,0,1,4.0,Pending,0
INT126359,CUST18029,2025-01-06 05:00:00,Chat,Tier 1 Support,Consumer,Delivery,Critical,AG129,3,28.8,85.1,0,1,4.0,Pending,0
INT102584,CUST14176,2025-01-06 05:00:00,Phone,Retention,Consumer,Account Access,Medium,AG124,2,20.0,132.8,0,0,4.0,Resolved,0
INT101184,CUST10225,2025-01-06 05:00:00,Phone,Technical Support,Consumer,Billing,Low,AG115,2,17.2,120.7,0,1,5.0,Resolved,0
INT128332,CUST12701,2025-01-06 05:00:00,Chat,Billing,Premium,Delivery,Critical,AG169,0,44.6,108.8,0,0,5.0,Resolved,1
INT108015,CUST11119,2025-01-06 06:00:00,Chat,Tier 1 Support,Enterprise,Account Access,Low,AG150,1,22.3,62.4,0,1,4.0,Resolved,0
INT101466,CUST10548,2025-01-06 06:00:00,Email,Retention,Premium,Billing,Low,AG142,4,221.4,93.0,1,0,3.0,Resolved,0
INT106742,CUST18573,2025-01-06 08:00:00,Phone,Technical Support,Consumer,Complaint,High,AG154,0,26.0,195.0,0,1,5.0,Resolved,0
INT123288,CUST18343,2025-01-06 08:00:00,Phone,Billing,Small Business,Delivery,Low,AG147,1,34.4,59.3,0,1,5.0,Resolved,0
INT129750,CUST13571,2025-01-06 09:00:00,Phone,Billing,Small Business,Product Inquiry,High,AG129,0,72.4,111.5,0,1,4.0,Resolved,1
INT122309,CUST11647,2025-01-06 09:00:00,Social Media,Tier 1 Support,Consumer,Technical Issue,Medium,AG130,3,83.0,65.8,0,1,4.0,Resolved,0
INT107275,CUST18841,2025-01-06 09:00:00,Chat,Retention,Consumer,Delivery,Medium,AG106,0,112.9,98.6,0,1,4.0,Resolved,0
INT121295,CUST17773,2025-01-06 10:00:00,Email,Tier 2 Support,Consumer,Account Access,Medium,AG126,2,229.9,156.0,0,1,4.0,Resolved,1
INT121762,CUST16081,2025-01-06 10:00:00,Phone,Tier 2 Support,Consumer,Refund,High,AG144,2,15.4,173.0,0,0,4.0,Resolved,0
INT101888,CUST14077,2025-01-06 10:00:00,Web,Tier 1 Support,Consumer,Product Inquiry,Medium,AG168,4,61.2,64.8,0,0,4.0,Resolved,0
INT126330,CUST10131,2025-01-06 11:00:00,Chat,Retention,Consumer,Technical Issue,High,AG139,0,41.1,116.4,0,0,4.0,Resolved,0
INT124314,CUST18239,2025-01-06 11:00:00,Web,Technical Support,Premium,Account Access,High,AG109,3,38.1,187.4,0,1,5.0,Resolved,0
INT116925,CUST18403,2025-01-06 11:00:00,Web,Technical Support,Consumer,Technical Issue,Critical,AG166,3,54.1,282.2,0,1,5.0,Resolved,1
INT127943,CUST18424,2025-01-06 12:00:00,Chat,Tier 1 Support,Enterprise,Refund,Critical,AG166,5,34.3,127.7,0,1,5.0,Resolved,1
INT111547,CUST16181,2025-01-06 12:00:00,Phone,Tier 1 Support,Enterprise,Delivery,Low,AG172,1,51.3,70.9,0,1,4.0,Resolved,0
INT100859,CUST18485,2025-01-06 13:00:00,Chat,Retention,Consumer,Product Inquiry,High,AG170,1,15.1,206.6,0,1,4.0,Resolved,0
INT127069,CUST10217,2025-01-06 15:00:00,Phone,Tier 1 Support,Small Business,Account Access,Medium,AG111,2,27.3,49.0,1,1,4.0,Transferred,0
INT128338,CUST13457,2025-01-06 15:00:00,Social Media,Tier 1 Support,Small Business,Billing,Critical,AG161,1,69.3,124.4,0,1,4.0,Resolved,1
INT120832,CUST11666,2025-01-06 15:00:00,Phone,Technical Support,Consumer,Complaint,Medium,AG159,1,64.5,131.9,0,1,4.0,Pending,0
INT105757,CUST15585,2025-01-06 16:00:00,Email,Tier 1 Support,Enterprise,Account Access,Medium,AG165,0,187.0,122.6,1,1,3.0,Resolved,1
INT123631,CUST13181,2025-01-06 17:00:00,Web,Tier 2 Support,Consumer,Billing,Medium,AG139,4,45.5,127.4,0,1,5.0,Resolved,0
INT101057,CUST16429,2025-01-06 17:00:00,Email,Tier 2 Support,Consumer,Account Access,Medium,AG173,3,198.9,124.2,0,1,4.0,Resolved,1
INT109175,CUST16281,2025-01-06 18:00:00,Phone,Tier 1 Support,Consumer,Billing,High,AG146,3,28.5,119.8,0,1,5.0,Resolved,0
INT104411,CUST14176,2025-01-06 18:00:00,Email,Retention,Consumer,Account Access,Medium,AG122,2,239.4,120.3,0,1,4.0,Resolved,1
INT105423,CUST15659,2025-01-06 19:00:00,Email,Tier 1 Support,Consumer,Cancellation,High,AG119,1,223.6,106.6,1,0,4.0,Pending,1
INT107158,CUST17542,2025-01-06 20:00:00,Phone,Tier 2 Support,Small Business,Technical Issue,High,AG142,0,44.2,153.8,1,1,5.0,Transferred,0
INT102752,CUST14028,2025-01-06 20:00:00,Phone,Tier 1 Support,Small Business,Refund,Medium,AG172,3,72.3,63.3,0,1,5.0,Resolved,0
INT123930,CUST15882,2025-01-06 20:00:00,Web,Tier 2 Support,Enterprise,Refund,High,AG142,5,52.9,127.7,1,0,4.0,Resolved,0
INT126367,CUST16674,2025-01-06 20:00:00,Chat,Tier 2 Support,Premium,Technical Issue,Medium,AG160,4,34.5,99.2,0,0,5.0,Resolved,0
INT103953,CUST11447,2025-01-06 21:00:00,Phone,Technical Support,Consumer,Product Inquiry,Low,AG123,1,20.5,138.1,0,1,5.0,Resolved,0
INT126658,CUST14060,2025-01-06 21:00:00,Phone,Retention,Consumer,Delivery,Medium,AG147,0,38.7,103.5,0,1,5.0,Resolved,0
INT124885,CUST14024,2025-01-06 22:00:00,Chat,Tier 1 Support,Consumer,Cancellation,Medium,AG176,3,21.5,64.1,0,1,5.0,Resolved,0
INT116464,CUST11963,2025-01-06 22:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Medium,AG104,3,210.1,55.0,1,0,2.0,Pending,1
INT106572,CUST13160,2025-01-06 22:00:00,Social Media,Tier 1 Support,Enterprise,Technical Issue,Medium,AG155,5,114.2,46.0,0,1,4.0,Resolved,0
INT108990,CUST13257,2025-01-06 22:00:00,Email,Tier 2 Support,Enterprise,Product Inquiry,Medium,AG126,3,225.5,199.7,1,1,3.0,Resolved,1
INT108894,CUST12809,2025-01-06 23:00:00,Email,Technical Support,Premium,Account Access,Medium,AG106,3,222.7,120.9,0,1,4.0,Resolved,1
INT116723,CUST10410,2025-01-06 23:00:00,Phone,Tier 2 Support,Consumer,Delivery,Low,AG152,1,56.5,108.0,0,1,4.0,Pending,0
INT107280,CUST18617,2025-01-06 23:00:00,Social Media,Tier 1 Support,Premium,Technical Issue,Low,AG157,4,82.2,60.9,1,0,4.0,Transferred,0
INT114449,CUST11692,2025-01-07 00:00:00,Email,Tier 1 Support,Consumer,Billing,High,AG173,4,214.2,62.6,0,1,4.0,Resolved,1
INT108547,CUST13750,2025-01-07 01:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Medium,AG155,2,30.1,71.7,0,1,5.0,Pending,0
INT102833,CUST13493,2025-01-07 01:00:00,Phone,Tier 1 Support,Consumer,Delivery,Medium,AG101,1,23.0,68.9,0,1,5.0,Resolved,0
INT101951,CUST16092,2025-01-07 01:00:00,Phone,Tier 1 Support,Enterprise,Complaint,High,AG146,1,41.5,82.5,0,1,5.0,Resolved,0
INT112044,CUST10194,2025-01-07 01:00:00,Phone,Tier 2 Support,Enterprise,Delivery,High,AG159,2,41.1,142.1,0,1,5.0,Resolved,0
INT105816,CUST15057,2025-01-07 02:00:00,Chat,Tier 1 Support,Premium,Technical Issue,Medium,AG102,4,70.4,63.7,0,0,4.0,Resolved,0
INT103242,CUST13728,2025-01-07 03:00:00,Phone,Retention,Small Business,Delivery,Medium,AG178,2,35.0,78.0,0,1,5.0,Resolved,0
INT110070,CUST15575,2025-01-07 04:00:00,Social Media,Technical Support,Premium,Delivery,High,AG151,1,68.9,176.2,0,0,3.0,Resolved,1
INT119823,CUST11834,2025-01-07 04:00:00,Web,Tier 2 Support,Consumer,Billing,High,AG119,2,61.6,154.8,0,1,4.0,Resolved,1
INT112857,CUST15682,2025-01-07 04:00:00,Phone,Tier 1 Support,Consumer,Refund,Low,AG148,2,17.8,62.9,0,1,5.0,Resolved,0
INT125151,CUST15515,2025-01-07 04:00:00,Email,Tier 1 Support,Consumer,Cancellation,High,AG162,3,201.4,54.1,0,1,4.0,Resolved,1
INT102962,CUST15493,2025-01-07 04:00:00,Phone,Billing,Enterprise,Refund,Medium,AG136,3,40.6,117.0,1,0,3.0,Transferred,0
INT125502,CUST16337,2025-01-07 05:00:00,Web,Technical Support,Consumer,Account Access,Low,AG136,1,79.2,133.5,0,1,5.0,Resolved,0
INT128521,CUST14204,2025-01-07 05:00:00,Web,Billing,Small Business,Delivery,Low,AG106,3,33.9,75.5,0,0,5.0,Resolved,0
INT120408,CUST18709,2025-01-07 05:00:00,Social Media,Tier 2 Support,Small Business,Account Access,Medium,AG121,1,125.5,125.0,1,0,4.0,Resolved,1
INT125758,CUST13514,2025-01-07 05:00:00,Email,Technical Support,Enterprise,Refund,High,AG176,3,218.9,180.8,0,1,4.0,Resolved,1
INT109799,CUST14376,2025-01-07 07:00:00,Email,Tier 1 Support,Small Business,Billing,Low,AG178,5,209.8,70.3,0,1,4.0,Resolved,0
INT108817,CUST12982,2025-01-07 07:00:00,Email,Billing,Consumer,Delivery,Critical,AG116,0,217.0,130.1,0,1,3.0,Resolved,1
INT118614,CUST17469,2025-01-07 07:00:00,Web,Tier 1 Support,Small Business,Technical Issue,High,AG144,3,50.9,75.2,0,1,5.0,Resolved,0
INT122335,CUST16102,2025-01-07 08:00:00,Email,Technical Support,Consumer,Account Access,Low,AG122,2,195.9,126.4,1,1,2.0,Resolved,0
INT105293,CUST17081,2025-01-07 08:00:00,Email,Technical Support,Enterprise,Product Inquiry,Medium,AG175,2,208.5,127.4,1,1,4.0,Resolved,1
INT101785,CUST18138,2025-01-07 09:00:00,Email,Technical Support,Consumer,Product Inquiry,High,AG123,1,196.6,181.4,0,1,5.0,Resolved,1
INT113750,CUST16055,2025-01-07 09:00:00,Phone,Tier 1 Support,Premium,Technical Issue,Medium,AG162,2,35.8,93.0,0,0,4.0,Resolved,0
INT108853,CUST15197,2025-01-07 09:00:00,Phone,Technical Support,Consumer,Product Inquiry,Low,AG109,2,46.2,108.4,0,1,5.0,Resolved,0
INT108844,CUST18088,2025-01-07 10:00:00,Phone,Retention,Premium,Complaint,Low,AG118,2,31.6,80.4,0,1,4.0,Pending,0
INT113987,CUST17905,2025-01-07 10:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Medium,AG111,1,11.9,85.6,1,1,5.0,Resolved,0
INT100481,CUST15594,2025-01-07 10:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Medium,AG172,3,47.0,83.2,0,1,5.0,Resolved,0
INT103904,CUST13076,2025-01-07 11:00:00,Web,Tier 1 Support,Enterprise,Technical Issue,Low,AG129,3,79.9,52.5,1,1,3.0,Resolved,0
INT108832,CUST16474,2025-01-07 12:00:00,Web,Tier 1 Support,Consumer,Account Access,Low,AG147,1,69.2,86.6,0,0,4.0,Pending,0
INT119506,CUST10560,2025-01-07 13:00:00,Phone,Tier 1 Support,Consumer,Refund,High,AG122,0,47.0,84.8,0,1,4.0,Resolved,0
INT116542,CUST18939,2025-01-07 14:00:00,Email,Technical Support,Premium,Refund,Medium,AG142,3,216.6,176.2,0,1,4.0,Pending,1
INT102434,CUST11486,2025-01-07 14:00:00,Social Media,Technical Support,Consumer,Account Access,Medium,AG115,0,83.9,179.8,0,0,5.0,Resolved,0
INT104659,CUST17140,2025-01-07 15:00:00,Phone,Technical Support,Consumer,Technical Issue,Critical,AG153,3,27.7,276.5,1,0,4.0,Resolved,0
INT126581,CUST11657,2025-01-07 15:00:00,Phone,Technical Support,Enterprise,Technical Issue,Low,AG120,6,59.0,137.2,1,1,3.0,Transferred,0
INT124060,CUST10342,2025-01-07 15:00:00,Email,Tier 2 Support,Premium,Delivery,Critical,AG131,3,222.3,178.2,1,1,4.0,Pending,1
INT124954,CUST15499,2025-01-07 15:00:00,Email,Tier 1 Support,Consumer,Delivery,Medium,AG141,3,199.0,50.8,1,1,2.0,Resolved,1
INT126848,CUST13905,2025-01-07 16:00:00,Chat,Retention,Premium,Product Inquiry,High,AG164,0,38.8,125.2,0,1,5.0,Resolved,0
INT106075,CUST18917,2025-01-07 16:00:00,Chat,Retention,Consumer,Account Access,Medium,AG115,3,19.2,84.4,0,1,5.0,Resolved,0
INT121276,CUST11506,2025-01-07 16:00:00,Web,Tier 2 Support,Small Business,Cancellation,Low,AG105,3,56.7,141.4,0,1,4.0,Resolved,0
INT100094,CUST14273,2025-01-07 17:00:00,Social Media,Technical Support,Consumer,Delivery,Medium,AG138,2,113.3,182.7,1,1,4.0,Resolved,0
