Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-01742,2025-01-08,Agent_15,Refund Issue,High,Chat,145.5,42.2,Escalated,No,Yes,69.6,4,85.3
INT-03310,2025-01-08,Agent_12,Account Blocked,Medium,Chat,68.2,18.0,Resolved,Yes,No,91.1,5,89.8
INT-01252,2025-01-08,Agent_16,Delivery Delay,High,Phone,80.0,38.2,Escalated,Yes,No,89.7,5,95.9
INT-02033,2025-01-08,Agent_01,Payment Issue,Medium,Chat,21.1,58.4,Resolved,Yes,No,78.8,5,89.7
INT-01835,2025-01-08,Agent_12,Refund Issue,High,Chat,120.5,59.7,In Progress,Yes,No,72.8,4,86.7
INT-01226,2025-01-08,Agent_06,Refund Issue,High,Chat,64.7,28.1,Resolved,Yes,No,83.6,4,94.6
INT-03200,2025-01-08,Agent_02,General Inquiry,High,Email,114.9,49.9,Resolved,No,No,74.4,4,91.1
INT-00807,2025-01-08,Agent_06,Product Defect,Medium,Phone,67.8,33.8,Escalated,Yes,No,78.0,5,88.8
INT-04192,2025-01-09,Agent_07,Refund Issue,Medium,Email,74.0,37.4,Resolved,Yes,No,86.4,5,87.0
INT-00988,2025-01-09,Agent_11,Product Defect,Medium,Phone,56.7,44.7,Resolved,Yes,No,91.0,5,86.9
INT-04770,2025-01-09,Agent_12,App Crash,Medium,Email,192.6,30.4,Resolved,No,No,75.1,4,94.6
INT-00254,2025-01-09,Agent_14,Login Issue,Medium,Phone,86.6,37.4,Escalated,Yes,No,85.4,5,86.0
INT-03633,2025-01-09,Agent_08,App Crash,Critical,Phone,79.4,72.3,Resolved,No,No,61.8,4,85.6
INT-01762,2025-01-09,Agent_03,General Inquiry,Low,Phone,88.1,10.5,Resolved,Yes,No,83.6,5,87.7
INT-01546,2025-01-09,Agent_01,Product Defect,Medium,Email,84.2,31.7,Resolved,Yes,No,84.8,5,91.7
INT-02110,2025-01-09,Agent_18,Login Issue,High,Phone,49.7,44.8,Resolved,No,No,64.3,4,94.0
INT-00092,2025-01-09,Agent_12,App Crash,High,Email,70.8,45.8,Resolved,Yes,No,82.8,4,85.6
INT-03277,2025-01-09,Agent_03,Product Defect,High,Phone,91.8,44.6,Resolved,Yes,No,82.5,5,90.4
INT-00589,2025-01-09,Agent_16,General Inquiry,High,Phone,98.2,96.0,Resolved,No,No,85.8,4,96.8
INT-03041,2025-01-09,Agent_01,Payment Issue,High,Email,128.8,38.9,Escalated,Yes,No,71.1,3,88.2
INT-01577,2025-01-09,Agent_01,General Inquiry,Low,Phone,74.3,32.7,In Progress,Yes,No,93.3,5,94.0
INT-02202,2025-01-09,Agent_17,Delivery Delay,High,Chat,79.4,65.8,Escalated,No,Yes,66.1,4,83.5
INT-01828,2025-01-09,Agent_02,Refund Issue,High,Email,64.7,48.9,Resolved,Yes,No,75.3,4,85.6
INT-03159,2025-01-09,Agent_19,Login Issue,Critical,Phone,78.6,65.5,In Progress,Yes,No,88.2,5,97.7
INT-00559,2025-01-09,Agent_12,Delivery Delay,Critical,Phone,96.0,58.5,Resolved,Yes,No,81.5,5,92.1
INT-00049,2025-01-09,Agent_04,Account Blocked,High,WhatsApp,129.3,75.0,Resolved,No,No,67.7,4,86.6
INT-01306,2025-01-09,Agent_14,General Inquiry,Critical,Email,66.2,44.2,Resolved,Yes,No,82.1,5,92.1
INT-04044,2025-01-09,Agent_03,Account Blocked,High,Phone,144.0,57.4,Resolved,Yes,No,71.3,4,88.5
INT-00468,2025-01-10,Agent_06,Login Issue,Low,Phone,18.9,23.3,Resolved,Yes,No,83.0,5,90.9
INT-01426,2025-01-10,Agent_03,Account Blocked,Medium,Phone,122.0,45.7,Resolved,Yes,No,77.8,5,91.3
INT-01232,2025-01-10,Agent_08,General Inquiry,Low,Email,38.8,37.3,Escalated,Yes,Yes,90.9,4,86.8
INT-00973,2025-01-10,Agent_14,Payment Issue,Critical,Chat,110.2,49.3,Resolved,Yes,No,81.6,4,86.7
INT-02585,2025-01-10,Agent_03,Login Issue,Medium,Chat,108.2,51.3,In Progress,Yes,No,76.3,5,92.8
INT-02520,2025-01-10,Agent_02,Account Blocked,Low,Phone,28.8,48.6,Resolved,No,No,77.5,5,89.0
INT-01965,2025-01-10,Agent_18,Refund Issue,Medium,Chat,113.8,42.9,Resolved,Yes,No,79.8,4,92.6
INT-02681,2025-01-10,Agent_12,Product Defect,Medium,Phone,196.3,62.7,Escalated,Yes,No,77.2,4,94.7
INT-03691,2025-01-10,Agent_08,Payment Issue,Low,Chat,88.6,7.2,Resolved,Yes,No,81.0,4,90.5
INT-01960,2025-01-10,Agent_05,Login Issue,High,Chat,120.2,51.2,Resolved,No,No,74.6,4,85.0
INT-03342,2025-01-10,Agent_11,Delivery Delay,Medium,WhatsApp,38.8,38.6,Resolved,Yes,No,80.9,5,93.8
INT-01071,2025-01-10,Agent_04,App Crash,Low,Email,90.9,27.2,Escalated,Yes,No,94.5,5,96.7
INT-02386,2025-01-10,Agent_05,Login Issue,Low,Chat,102.8,15.0,Resolved,Yes,No,74.7,4,83.0
INT-04395,2025-01-10,Agent_06,Product Defect,Critical,Phone,139.7,50.5,Resolved,No,No,63.6,3,96.5
INT-02433,2025-01-10,Agent_17,Delivery Delay,Medium,Phone,101.4,39.1,In Progress,Yes,No,89.5,5,98.6
INT-00699,2025-01-10,Agent_16,Payment Issue,Low,Phone,111.5,23.8,Resolved,Yes,No,91.3,5,87.7
INT-04079,2025-01-10,Agent_10,Refund Issue,Medium,Phone,36.0,29.0,In Progress,Yes,No,74.6,5,93.6
INT-01487,2025-01-10,Agent_05,General Inquiry,Low,WhatsApp,71.9,33.7,Resolved,Yes,No,93.7,5,90.5
INT-04383,2025-01-10,Agent_05,Product Defect,Low,Chat,45.2,50.5,Escalated,Yes,No,72.2,4,87.9
INT-02601,2025-01-10,Agent_15,General Inquiry,Low,Chat,48.7,13.1,In Progress,No,No,86.1,5,90.4
INT-04354,2025-01-10,Agent_13,Login Issue,Medium,Chat,69.9,33.7,Resolved,Yes,No,90.6,5,95.4
INT-04043,2025-01-10,Agent_15,Account Blocked,Low,Phone,104.1,51.8,Resolved,Yes,No,90.6,5,94.1
INT-04194,2025-01-10,Agent_10,Payment Issue,High,Email,89.5,56.8,Resolved,Yes,No,84.0,5,91.3
INT-02204,2025-01-10,Agent_17,Payment Issue,Critical,Chat,240.0,42.4,In Progress,No,No,77.4,4,85.1
INT-03291,2025-01-11,Agent_05,Account Blocked,Low,Phone,47.7,19.5,Resolved,Yes,No,82.6,4,92.9
INT-02105,2025-01-11,Agent_09,Login Issue,High,Chat,65.7,39.4,In Progress,Yes,No,78.4,4,93.0
INT-01787,2025-01-11,Agent_07,Payment Issue,Medium,Chat,117.1,40.3,Resolved,Yes,No,78.6,4,83.0
INT-02970,2025-01-11,Agent_07,App Crash,Medium,Phone,85.6,33.8,Resolved,Yes,No,77.4,4,92.7
INT-03923,2025-01-11,Agent_20,Payment Issue,Medium,Chat,99.5,26.2,In Progress,Yes,No,95.3,5,96.4
INT-01283,2025-01-11,Agent_09,App Crash,Medium,Phone,67.1,55.3,Resolved,No,No,70.4,4,90.6
INT-03971,2025-01-11,Agent_15,Delivery Delay,Medium,Email,96.5,38.2,Resolved,Yes,No,92.6,5,91.4
INT-03186,2025-01-11,Agent_03,Refund Issue,Critical,Phone,144.0,78.1,Escalated,Yes,Yes,54.9,3,79.1
INT-02239,2025-01-11,Agent_10,Refund Issue,Low,Email,54.0,31.2,Resolved,Yes,No,93.2,4,92.0
INT-04624,2025-01-11,Agent_05,Delivery Delay,Critical,Chat,61.0,87.7,Resolved,Yes,No,73.1,4,84.9
INT-01781,2025-01-11,Agent_16,Delivery Delay,High,WhatsApp,39.9,76.1,Resolved,Yes,No,78.1,4,95.5
INT-01363,2025-01-11,Agent_08,App Crash,Medium,Phone,89.0,63.2,Resolved,Yes,No,78.4,5,91.7
INT-02600,2025-01-11,Agent_20,Product Defect,High,Phone,64.3,60.2,Resolved,Yes,No,76.9,5,96.0
INT-01136,2025-01-11,Agent_20,Login Issue,Medium,Chat,63.6,67.2,Resolved,Yes,No,97.7,5,93.6
INT-01361,2025-01-11,Agent_16,General Inquiry,Medium,Chat,81.8,24.0,Resolved,Yes,No,100.0,5,83.8
INT-01568,2025-01-11,Agent_07,Product Defect,Medium,WhatsApp,130.3,63.2,Resolved,No,No,70.1,4,89.1
INT-03533,2025-01-11,Agent_16,App Crash,Critical,Phone,118.9,79.8,Escalated,No,Yes,63.3,4,92.6
INT-01014,2025-01-11,Agent_11,Payment Issue,Medium,WhatsApp,62.8,50.6,Escalated,No,No,71.4,4,92.1
INT-01103,2025-01-11,Agent_16,Payment Issue,Low,Phone,83.0,48.6,Resolved,Yes,No,85.1,5,92.2
INT-00710,2025-01-11,Agent_15,General Inquiry,Medium,Email,73.4,24.8,Resolved,Yes,No,90.4,5,87.8
INT-04786,2025-01-11,Agent_13,Account Blocked,High,Email,105.0,55.1,Resolved,Yes,No,85.3,4,96.3
INT-02437,2025-01-11,Agent_20,App Crash,Medium,Email,48.1,24.2,Resolved,Yes,No,97.6,5,92.2
INT-00236,2025-01-11,Agent_17,General Inquiry,High,Phone,87.2,42.5,Resolved,Yes,No,87.7,5,85.9
INT-01520,2025-01-11,Agent_16,Delivery Delay,High,Chat,122.2,49.5,Resolved,Yes,No,77.2,4,95.9
INT-03771,2025-01-11,Agent_06,Payment Issue,High,WhatsApp,122.9,53.1,Resolved,Yes,No,90.2,5,86.4
INT-00506,2025-01-12,Agent_20,Delivery Delay,Medium,Phone,174.1,21.0,Resolved,Yes,No,84.0,4,92.7
INT-03363,2025-01-12,Agent_05,Payment Issue,High,Email,71.9,50.3,Resolved,Yes,No,75.5,4,86.6
INT-01408,2025-01-12,Agent_01,Product Defect,Medium,Phone,82.4,39.9,Escalated,Yes,Yes,66.2,3,93.0
INT-03879,2025-01-12,Agent_14,Payment Issue,Critical,Phone,125.1,73.6,Resolved,No,No,74.0,4,93.1
INT-04923,2025-01-12,Agent_09,Refund Issue,Medium,Email,150.7,41.3,Resolved,No,No,75.0,4,96.8
INT-01669,2025-01-12,Agent_06,General Inquiry,High,Chat,67.9,23.8,Escalated,Yes,No,79.9,4,85.1
INT-01398,2025-01-12,Agent_09,App Crash,Medium,Email,76.7,34.8,Escalated,Yes,No,90.6,5,93.5
INT-01418,2025-01-12,Agent_04,Payment Issue,High,Chat,80.3,59.1,Escalated,Yes,No,83.2,5,93.5
INT-00539,2025-01-12,Agent_02,Account Blocked,High,Phone,66.6,48.5,Resolved,Yes,No,75.5,4,85.0
INT-02696,2025-01-12,Agent_02,General Inquiry,High,Email,32.1,37.7,Resolved,No,No,82.2,4,79.9
INT-03849,2025-01-12,Agent_11,Payment Issue,Medium,Chat,52.6,52.5,Resolved,Yes,No,70.1,5,92.1
INT-03184,2025-01-12,Agent_07,Payment Issue,High,Email,130.1,33.6,In Progress,No,No,69.9,4,92.0
INT-02314,2025-01-12,Agent_10,Refund Issue,Medium,WhatsApp,96.8,31.0,In Progress,Yes,No,90.7,5,84.3
INT-04966,2025-01-12,Agent_01,Payment Issue,Medium,Chat,41.8,41.8,Resolved,Yes,No,77.9,4,88.4
INT-03012,2025-01-12,Agent_13,General Inquiry,Critical,Phone,135.5,96.0,Escalated,No,Yes,61.2,3,92.6
INT-03305,2025-01-12,Agent_11,Login Issue,High,Phone,91.6,41.5,Resolved,No,No,76.6,5,97.0
INT-03709,2025-01-12,Agent_12,Account Blocked,Critical,Email,66.9,63.0,Resolved,Yes,No,66.2,4,81.8
INT-00496,2025-01-12,Agent_17,Login Issue,Medium,Email,181.6,46.9,Escalated,Yes,No,89.2,4,95.7
INT-04295,2025-01-12,Agent_10,App Crash,High,Email,187.0,54.2,In Progress,No,No,64.2,4,89.3
INT-00831,2025-01-12,Agent_08,General Inquiry,Low,Chat,43.8,18.2,Resolved,Yes,No,95.4,5,88.9
INT-01644,2025-01-12,Agent_04,Payment Issue,High,Phone,89.7,40.5,Resolved,Yes,No,79.9,5,98.4
INT-02362,2025-01-12,Agent_07,Product Defect,High,WhatsApp,100.5,58.8,Resolved,Yes,No,69.5,4,95.6
INT-00109,2025-01-12,Agent_06,Account Blocked,Low,Chat,9.8,24.7,Escalated,No,Yes,68.6,4,82.1
INT-01342,2025-01-12,Agent_20,Payment Issue,Medium,WhatsApp,74.8,51.1,Resolved,Yes,No,87.5,4,93.4
INT-01917,2025-01-12,Agent_18,General Inquiry,Medium,Phone,141.3,15.1,Resolved,Yes,No,90.5,4,91.3
INT-02971,2025-01-12,Agent_12,App Crash,Medium,Chat,142.2,22.5,Resolved,No,No,76.0,4,85.7
INT-01859,2025-01-12,Agent_08,Delivery Delay,Low,Email,87.1,30.7,Resolved,Yes,No,77.6,4,87.7
INT-01857,2025-01-12,Agent_06,App Crash,High,Phone,92.2,41.4,Resolved,Yes,No,78.7,4,96.9
INT-03544,2025-01-12,Agent_09,Refund Issue,Medium,Phone,103.9,54.8,Resolved,No,No,72.7,4,91.1
INT-03243,2025-01-12,Agent_04,Refund Issue,High,Phone,34.6,48.0,Resolved,Yes,No,77.4,5,94.4
INT-02412,2025-01-12,Agent_04,App Crash,Low,Chat,65.3,23.8,Resolved,No,No,78.1,4,87.2
INT-00669,2025-01-12,Agent_04,Delivery Delay,Low,Email,179.8,36.3,Resolved,Yes,No,66.1,4,95.7
INT-00756,2025-01-12,Agent_16,Payment Issue,Low,Chat,50.3,17.0,Escalated,Yes,Yes,84.4,5,93.4
INT-02987,2025-01-12,Agent_02,Payment Issue,High,WhatsApp,107.3,36.0,Escalated,Yes,No,77.8,4,90.7
INT-00185,2025-01-12,Agent_10,Payment Issue,High,Phone,77.4,29.1,Resolved,Yes,No,81.3,5,93.5
INT-02624,2025-01-12,Agent_10,Account Blocked,Low,WhatsApp,48.3,45.4,Resolved,Yes,No,80.2,4,87.0
INT-02120,2025-01-12,Agent_07,General Inquiry,High,Phone,115.9,42.7,Resolved,Yes,No,82.0,4,88.3
INT-02007,2025-01-12,Agent_05,Account Blocked,Medium,Phone,180.2,52.8,Escalated,Yes,No,86.6,4,90.5
INT-01732,2025-01-12,Agent_17,Delivery Delay,Medium,Phone,52.0,57.5,Resolved,Yes,No,93.8,5,91.9
INT-04880,2025-01-13,Agent_17,Product Defect,Medium,Phone,112.0,28.7,Resolved,Yes,No,85.1,4,93.8
INT-03679,2025-01-13,Agent_11,Delivery Delay,High,Phone,61.3,36.4,Resolved,Yes,No,78.0,5,88.6
INT-00541,2025-01-13,Agent_03,Delivery Delay,Low,Email,77.4,33.8,Escalated,No,No,80.9,5,91.3
INT-03023,2025-01-13,Agent_03,App Crash,Medium,WhatsApp,101.3,31.0,Resolved,No,No,72.2,4,95.3
INT-04269,2025-01-13,Agent_06,Product Defect,Medium,WhatsApp,165.6,60.7,Resolved,Yes,No,75.5,4,98.1
INT-01617,2025-01-13,Agent_14,Refund Issue,High,WhatsApp,108.8,65.9,Resolved,Yes,No,74.8,4,90.1
INT-03792,2025-01-13,Agent_13,Login Issue,Medium,Chat,106.6,24.9,Resolved,Yes,No,88.6,4,92.0
INT-00416,2025-01-13,Agent_11,General Inquiry,Medium,Email,114.2,31.9,Resolved,No,No,84.3,5,86.8
INT-04662,2025-01-13,Agent_15,App Crash,Medium,Phone,80.4,50.9,Resolved,No,No,76.8,3,99.4
INT-04785,2025-01-13,Agent_17,Account Blocked,Medium,Phone,179.4,32.6,Resolved,Yes,No,83.3,3,95.2
INT-00887,2025-01-13,Agent_10,Account Blocked,Medium,WhatsApp,92.8,73.3,Escalated,Yes,Yes,71.0,3,90.7
INT-00367,2025-01-13,Agent_10,Delivery Delay,Critical,Phone,137.3,69.8,Resolved,No,No,63.6,4,85.5
INT-01559,2025-01-13,Agent_19,Product Defect,Medium,Email,41.6,23.8,Resolved,No,No,75.7,4,96.9
INT-03766,2025-01-13,Agent_11,General Inquiry,High,Chat,116.8,25.4,Resolved,Yes,No,79.5,5,93.9
INT-04975,2025-01-13,Agent_01,Product Defect,Low,Chat,81.0,34.5,Escalated,Yes,No,90.2,4,93.7
INT-00979,2025-01-13,Agent_05,Account Blocked,Medium,Phone,52.3,85.0,Resolved,Yes,No,72.8,4,86.6
INT-04821,2025-01-13,Agent_12,Product Defect,Low,Chat,91.3,30.4,Resolved,Yes,No,87.2,5,95.2
INT-03662,2025-01-13,Agent_03,Refund Issue,Low,WhatsApp,68.5,19.9,Resolved,Yes,No,79.9,5,88.9
INT-01646,2025-01-13,Agent_05,Account Blocked,High,Phone,55.4,52.6,Resolved,Yes,No,80.6,5,88.4
INT-02486,2025-01-13,Agent_13,General Inquiry,Critical,Phone,139.0,54.0,Escalated,Yes,Yes,75.3,4,88.5
INT-02642,2025-01-13,Agent_17,Payment Issue,Critical,Chat,80.2,71.8,Resolved,No,No,64.5,4,88.6
INT-02689,2025-01-13,Agent_08,Product Defect,Medium,Chat,146.6,35.2,Resolved,Yes,No,82.8,4,89.6
INT-02071,2025-01-13,Agent_10,Login Issue,High,Phone,120.0,36.6,Resolved,Yes,No,72.4,5,87.1
INT-03834,2025-01-13,Agent_17,Refund Issue,High,Phone,101.9,34.3,Resolved,No,No,76.1,5,95.2
INT-01475,2025-01-13,Agent_18,Product Defect,Low,Phone,68.8,24.0,Escalated,Yes,No,95.1,5,95.9
INT-00144,2025-01-13,Agent_17,Product Defect,High,WhatsApp,57.3,96.0,Escalated,No,No,73.4,5,92.9
INT-02275,2025-01-13,Agent_18,Delivery Delay,High,Phone,77.1,38.4,Resolved,Yes,No,84.3,5,84.3
INT-02592,2025-01-13,Agent_08,Delivery Delay,Medium,Chat,39.1,49.9,In Progress,Yes,No,70.6,5,95.3
INT-03822,2025-01-13,Agent_14,Product Defect,Medium,Phone,117.0,62.5,Resolved,No,No,74.5,4,84.6
INT-03586,2025-01-13,Agent_08,Account Blocked,Medium,Email,151.4,29.1,Escalated,No,Yes,72.4,3,82.5
INT-02393,2025-01-14,Agent_12,Account Blocked,Low,Phone,22.0,59.6,Resolved,Yes,No,86.5,4,90.5
INT-00660,2025-01-14,Agent_02,Refund Issue,Medium,Chat,48.6,40.7,Resolved,Yes,No,74.4,4,85.1
INT-02376,2025-01-14,Agent_18,App Crash,Medium,Chat,80.4,30.3,In Progress,Yes,No,99.9,5,97.4
INT-04326,2025-01-14,Agent_15,Login Issue,Low,Chat,37.2,49.6,Escalated,Yes,No,88.5,4,89.5
INT-03130,2025-01-14,Agent_18,Login Issue,Medium,Phone,74.0,42.7,Resolved,Yes,No,85.8,5,96.5
INT-02472,2025-01-14,Agent_13,Account Blocked,Medium,Phone,89.4,42.1,Resolved,Yes,No,78.7,4,98.2
INT-01433,2025-01-14,Agent_17,Refund Issue,High,Phone,73.7,31.0,Resolved,Yes,No,86.7,5,87.7
INT-01016,2025-01-14,Agent_02,Login Issue,Critical,Email,65.4,82.6,Resolved,No,No,59.4,4,90.7
INT-01930,2025-01-14,Agent_19,Delivery Delay,High,Chat,71.6,41.1,In Progress,Yes,No,79.1,4,92.8
INT-01036,2025-01-14,Agent_02,Payment Issue,High,Phone,120.2,58.8,Resolved,Yes,No,71.4,4,85.8
INT-01962,2025-01-14,Agent_20,Account Blocked,Medium,Chat,163.4,31.0,Escalated,No,Yes,79.8,3,98.6
INT-03697,2025-01-14,Agent_15,App Crash,Low,WhatsApp,68.6,30.9,In Progress,Yes,No,97.5,5,96.3
INT-01448,2025-01-14,Agent_15,App Crash,Medium,Phone,59.9,53.8,Escalated,No,No,82.9,4,95.8
INT-02946,2025-01-14,Agent_18,Payment Issue,Critical,WhatsApp,75.0,56.3,Resolved,Yes,No,82.4,5,89.3
INT-00074,2025-01-14,Agent_19,General Inquiry,Medium,Phone,94.1,23.4,Resolved,Yes,No,95.7,5,95.0
INT-01856,2025-01-14,Agent_03,Payment Issue,Low,Email,240.0,10.1,Escalated,Yes,No,87.4,3,91.1
INT-04255,2025-01-14,Agent_09,General Inquiry,High,Chat,83.0,58.0,In Progress,Yes,No,86.2,5,93.2
INT-02697,2025-01-14,Agent_11,General Inquiry,Medium,Email,85.4,20.8,Escalated,Yes,No,84.4,5,92.1
INT-00866,2025-01-14,Agent_09,Payment Issue,Low,Chat,75.7,26.1,Resolved,Yes,No,89.5,5,91.3
INT-00048,2025-01-14,Agent_13,Login Issue,High,Phone,230.2,44.3,Resolved,Yes,No,69.4,3,92.8
INT-01942,2025-01-14,Agent_16,General Inquiry,Low,Phone,39.3,14.8,Resolved,Yes,No,92.1,5,97.0
INT-04930,2025-01-14,Agent_17,App Crash,High,Phone,145.5,39.9,In Progress,Yes,No,82.6,4,97.8
INT-01677,2025-01-14,Agent_10,Login Issue,High,Chat,160.6,59.9,Resolved,Yes,No,75.7,4,96.9
INT-02837,2025-01-14,Agent_01,Login Issue,High,Phone,117.2,37.7,Escalated,Yes,No,71.8,4,83.8
INT-00860,2025-01-14,Agent_08,Refund Issue,Low,Phone,95.2,21.0,Resolved,Yes,No,83.9,5,95.0
INT-02730,2025-01-14,Agent_04,App Crash,High,Email,224.8,64.6,Escalated,Yes,Yes,59.6,3,88.2
INT-01305,2025-01-14,Agent_16,Account Blocked,Medium,Email,169.0,32.5,Resolved,No,No,77.8,4,89.3
INT-03949,2025-01-15,Agent_13,Product Defect,High,Phone,90.5,51.9,Resolved,Yes,No,74.0,4,92.7
INT-04441,2025-01-15,Agent_19,Product Defect,Medium,Phone,43.0,42.2,Resolved,Yes,No,99.2,5,89.5
INT-01734,2025-01-15,Agent_18,Login Issue,High,Chat,59.0,61.6,In Progress,Yes,No,93.3,5,93.1
INT-03209,2025-01-15,Agent_05,Refund Issue,Medium,Email,76.1,31.2,Escalated,Yes,No,84.4,5,87.8
INT-01757,2025-01-15,Agent_12,Payment Issue,High,Chat,50.8,33.8,Escalated,Yes,No,91.9,5,87.8
INT-00129,2025-01-15,Agent_03,Delivery Delay,High,Phone,168.3,56.4,Escalated,No,No,67.5,3,99.5
INT-02602,2025-01-15,Agent_13,General Inquiry,Medium,WhatsApp,42.7,55.5,Resolved,Yes,No,90.8,5,97.6
INT-01083,2025-01-15,Agent_07,Payment Issue,Medium,Phone,64.2,26.4,Resolved,Yes,No,79.0,5,90.6
INT-04123,2025-01-15,Agent_05,Payment Issue,High,Phone,66.0,47.9,In Progress,Yes,No,75.7,4,88.4
INT-00077,2025-01-15,Agent_17,General Inquiry,Medium,Email,43.7,21.7,In Progress,No,No,86.2,4,98.3
INT-00087,2025-01-15,Agent_20,General Inquiry,Low,Chat,82.6,21.8,Resolved,Yes,No,99.6,5,90.4
INT-02203,2025-01-15,Agent_09,App Crash,Medium,Email,77.9,28.6,Resolved,Yes,No,82.6,5,87.0
INT-03076,2025-01-15,Agent_09,Delivery Delay,Low,Phone,143.2,29.4,Escalated,Yes,No,73.5,5,90.1
INT-01058,2025-01-15,Agent_15,General Inquiry,High,Phone,135.8,30.5,In Progress,No,No,83.9,4,89.8
INT-01700,2025-01-15,Agent_11,Login Issue,Medium,Phone,126.7,40.4,Escalated,Yes,Yes,69.5,4,94.5
INT-01726,2025-01-15,Agent_05,Delivery Delay,High,Phone,106.2,54.1,Resolved,Yes,No,82.6,4,90.8
INT-04241,2025-01-15,Agent_08,Payment Issue,Low,Phone,52.0,29.1,In Progress,Yes,No,84.5,4,93.0
INT-00004,2025-01-15,Agent_20,Product Defect,Medium,Chat,105.5,54.9,Resolved,No,No,90.4,5,87.5
INT-02125,2025-01-15,Agent_10,Product Defect,Medium,Phone,66.8,28.3,In Progress,Yes,No,77.2,4,93.3
INT-00032,2025-01-15,Agent_05,Delivery Delay,Low,Phone,126.5,20.8,Resolved,No,No,78.1,4,84.8
INT-04212,2025-01-15,Agent_06,Refund Issue,Medium,Email,162.3,23.2,Resolved,Yes,No,93.7,5,85.6
INT-00397,2025-01-15,Agent_05,Product Defect,High,Phone,56.0,63.7,Resolved,Yes,No,79.2,5,91.4
INT-01460,2025-01-15,Agent_14,Delivery Delay,Medium,WhatsApp,25.6,32.6,Resolved,Yes,No,86.1,4,88.0
INT-04701,2025-01-15,Agent_02,Product Defect,Medium,Phone,150.8,91.0,Escalated,No,Yes,51.5,3,83.6
INT-02145,2025-01-15,Agent_16,General Inquiry,Critical,Email,62.5,96.0,Escalated,Yes,Yes,74.2,3,88.4
INT-00877,2025-01-15,Agent_11,Refund Issue,Critical,Phone,107.0,39.7,In Progress,Yes,No,79.7,5,90.0
INT-03652,2025-01-16,Agent_11,Delivery Delay,High,WhatsApp,67.8,43.9,Resolved,Yes,No,79.6,5,95.6
INT-03081,2025-01-16,Agent_05,Product Defect,Medium,Email,156.7,31.9,Escalated,No,Yes,60.6,3,88.8
INT-04476,2025-01-16,Agent_15,Product Defect,Low,Phone,58.4,53.7,Resolved,Yes,No,90.1,4,90.7
INT-04186,2025-01-16,Agent_17,Delivery Delay,Medium,Chat,54.8,33.3,Escalated,Yes,No,91.4,4,94.4
INT-03016,2025-01-16,Agent_13,Login Issue,Medium,Chat,81.5,48.1,Resolved,Yes,No,86.6,5,100.0
INT-02338,2025-01-16,Agent_05,General Inquiry,Medium,Phone,54.8,39.6,Escalated,Yes,No,90.0,4,85.9
INT-03976,2025-01-16,Agent_10,App Crash,Medium,Phone,89.5,52.4,Escalated,Yes,Yes,74.9,4,83.6
INT-00447,2025-01-16,Agent_04,General Inquiry,Medium,Email,56.5,24.1,In Progress,Yes,No,81.0,4,83.5
INT-03797,2025-01-16,Agent_03,Payment Issue,Medium,Chat,42.7,33.5,In Progress,Yes,No,79.3,5,88.6
INT-03880,2025-01-16,Agent_04,Product Defect,Medium,Chat,112.2,24.0,In Progress,Yes,No,73.2,4,92.3
INT-04289,2025-01-16,Agent_19,Delivery Delay,High,Chat,105.0,30.8,Resolved,Yes,No,82.7,4,96.0
INT-00671,2025-01-16,Agent_15,Account Blocked,Medium,Email,50.8,21.5,Resolved,Yes,No,91.1,5,100.0
INT-04788,2025-01-16,Agent_03,General Inquiry,Medium,Chat,81.3,18.0,Resolved,No,No,76.7,4,89.1
INT-03179,2025-01-16,Agent_10,Payment Issue,Medium,Phone,18.4,55.9,Escalated,No,No,79.1,5,86.9
INT-00479,2025-01-16,Agent_12,Delivery Delay,Low,WhatsApp,61.3,20.4,Resolved,Yes,No,88.7,4,98.0
INT-01467,2025-01-16,Agent_02,Delivery Delay,Medium,Phone,64.9,34.2,Resolved,Yes,No,81.0,4,90.1
INT-03861,2025-01-16,Agent_12,Product Defect,Critical,Phone,144.3,49.5,Resolved,No,No,70.1,4,89.1
INT-04182,2025-01-16,Agent_07,General Inquiry,Medium,Phone,58.9,12.5,Escalated,Yes,No,95.1,5,87.8
INT-01427,2025-01-16,Agent_20,App Crash,High,Email,196.8,57.2,Resolved,Yes,No,79.9,4,94.3
INT-01485,2025-01-16,Agent_17,Refund Issue,Medium,Chat,97.2,28.0,Resolved,Yes,No,87.7,5,95.6
INT-02726,2025-01-17,Agent_07,Account Blocked,Critical,Chat,240.0,50.4,Escalated,Yes,Yes,67.1,2,81.7
INT-00546,2025-01-17,Agent_17,Login Issue,High,Phone,85.3,25.5,Resolved,Yes,No,84.6,5,90.4
INT-01327,2025-01-17,Agent_05,Payment Issue,Low,Email,12.9,28.1,Resolved,No,No,80.3,5,96.6
INT-03914,2025-01-17,Agent_18,Account Blocked,High,Email,142.9,48.2,Resolved,Yes,No,85.6,4,95.6
INT-01668,2025-01-17,Agent_20,Login Issue,High,Chat,161.0,55.4,Resolved,No,No,75.8,5,89.0
INT-01383,2025-01-17,Agent_11,Account Blocked,Low,Chat,61.5,25.2,Resolved,Yes,No,81.9,5,95.0
